ID_village,City,Subdistrict,Village,Positive,Recovery,Mortality,Vaccine_d1,Vaccine_d2,Vaccine_d3
3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,9871,9660,126,51015,46293,26383
3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,4376,4282,39,23900,21617,11870
3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,8946,8730,89,50686,46489,30146
3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,7817,7647,89,65081,56843,30323
3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,2219,2167,33,16411,14200,7797
3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,1542,1496,24,12278,11123,6727
3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,2139,2092,28,17113,15250,8995
3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,1645,1617,25,15422,13319,6509
3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,1691,1669,13,1820,1663,1097
3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,3466,3401,37,18863,17269,9854
3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,5777,5648,61,33781,30955,17915
3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,5075,4970,72,30236,27406,15131
